IP地址,端口,TLS,数据中心,地区,城市,网络延迟
23.27.126.32,587,true,IAD,北美洲,美国阿什伯恩,71 ms
166.0.106.229,443,true,YYZ,北美洲,加拿大多伦多,72 ms
136.0.8.73,24678,true,IAD,北美洲,美国阿什伯恩,72 ms
166.0.106.124,56197,true,YYZ,北美洲,加拿大多伦多,72 ms
23.27.142.32,39738,true,EWR,北美洲,美国纽瓦克,73 ms
166.88.8.160,55112,true,EWR,北美洲,美国纽瓦克,74 ms
136.0.10.98,587,true,EWR,北美洲,美国纽瓦克,74 ms
23.27.202.94,8443,true,LAX,北美洲,美国洛杉矶,74 ms
23.27.51.63,38508,true,EWR,北美洲,美国纽瓦克,75 ms
23.27.143.196,17347,true,IAD,北美洲,美国阿什伯恩,75 ms
23.27.126.220,57164,true,EWR,北美洲,美国纽瓦克,76 ms
136.0.10.193,50651,true,EWR,北美洲,美国纽瓦克,78 ms
136.0.10.193,24295,true,EWR,北美洲,美国纽瓦克,80 ms
23.27.52.60,8765,true,NRT,亚太,日本东京,98 ms
23.27.52.50,26555,true,NRT,亚太,日本东京,99 ms
23.27.52.79,443,true,NRT,亚太,日本东京,102 ms
23.27.169.220,443,true,NRT,亚太,日本东京,103 ms
23.27.201.86,23383,true,NRT,亚太,日本东京,106 ms
166.88.99.12,8443,true,KIX,亚太,大阪,113 ms
166.88.98.71,48922,true,FRA,欧洲,德国法兰克福,113 ms
166.88.98.71,62652,true,FRA,欧洲,德国法兰克福,113 ms
166.88.98.71,13968,true,FRA,欧洲,德国法兰克福,113 ms
166.88.98.71,24437,true,FRA,欧洲,德国法兰克福,114 ms
166.88.2.13,19443,true,KIX,亚太,大阪,114 ms
166.88.98.71,19637,true,FRA,欧洲,德国法兰克福,114 ms
166.88.98.71,45946,true,FRA,欧洲,德国法兰克福,114 ms
166.88.98.71,31514,true,FRA,欧洲,德国法兰克福,114 ms
166.88.98.71,44895,true,FRA,欧洲,德国法兰克福,114 ms
166.88.100.170,49286,true,KIX,亚太,大阪,114 ms
166.88.97.80,2053,true,KIX,亚太,大阪,114 ms
166.88.98.71,53839,true,FRA,欧洲,德国法兰克福,114 ms
166.88.98.71,60858,true,FRA,欧洲,德国法兰克福,114 ms
166.88.98.71,13767,true,FRA,欧洲,德国法兰克福,114 ms
166.88.95.157,443,true,KIX,亚太,大阪,115 ms
166.88.98.71,8443,true,FRA,欧洲,德国法兰克福,115 ms
166.88.98.71,12867,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,34540,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,56055,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,27450,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,52477,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,7708,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,12535,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,9775,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,52268,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,22530,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,46740,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,19030,true,FRA,欧洲,德国法兰克福,116 ms
166.88.98.71,9361,true,FRA,欧洲,德国法兰克福,117 ms
166.88.98.71,30355,true,FRA,欧洲,德国法兰克福,117 ms
50.114.113.214,2551,true,KIX,亚太,大阪,117 ms
166.88.98.71,20962,true,FRA,欧洲,德国法兰克福,117 ms
166.88.98.71,26858,true,FRA,欧洲,德国法兰克福,117 ms
166.88.98.71,25875,true,FRA,欧洲,德国法兰克福,117 ms
50.114.113.243,443,true,KIX,亚太,大阪,117 ms
166.88.98.71,65111,true,FRA,欧洲,德国法兰克福,117 ms
166.88.98.71,2488,true,FRA,欧洲,德国法兰克福,117 ms
166.88.98.71,43441,true,FRA,欧洲,德国法兰克福,117 ms
166.88.98.71,64979,true,FRA,欧洲,德国法兰克福,118 ms
166.88.99.133,24641,true,KIX,亚太,大阪,118 ms
166.88.98.71,45069,true,FRA,欧洲,德国法兰克福,118 ms
168.93.214.126,24411,true,KIX,亚太,大阪,118 ms
166.88.98.71,40362,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,24460,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,18794,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,52634,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,29050,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,4995,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,33400,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,27837,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,44103,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,54629,true,FRA,欧洲,德国法兰克福,118 ms
166.88.2.154,443,true,KIX,亚太,大阪,118 ms
166.88.98.71,28242,true,FRA,欧洲,德国法兰克福,118 ms
166.88.98.71,1829,true,FRA,欧洲,德国法兰克福,119 ms
166.88.98.71,3459,true,FRA,欧洲,德国法兰克福,119 ms
166.88.98.71,55309,true,FRA,欧洲,德国法兰克福,119 ms
166.88.98.71,32414,true,FRA,欧洲,德国法兰克福,119 ms
96.126.130.223,443,true,KIX,亚太,大阪,119 ms
96.126.130.250,443,true,KIX,亚太,大阪,119 ms
166.88.99.18,2053,true,KIX,亚太,大阪,119 ms
166.88.98.71,19571,true,FRA,欧洲,德国法兰克福,119 ms
166.88.98.71,8349,true,FRA,欧洲,德国法兰克福,120 ms
96.126.130.86,25565,true,KIX,亚太,大阪,120 ms
166.88.98.71,37522,true,FRA,欧洲,德国法兰克福,120 ms
166.88.98.71,8932,true,FRA,欧洲,德国法兰克福,120 ms
166.88.98.71,64240,true,FRA,欧洲,德国法兰克福,120 ms
168.93.214.61,17871,true,KIX,亚太,大阪,120 ms
166.88.98.71,10475,true,FRA,欧洲,德国法兰克福,120 ms
166.88.98.71,37637,true,FRA,欧洲,德国法兰克福,120 ms
166.88.98.71,35687,true,FRA,欧洲,德国法兰克福,120 ms
166.88.98.71,13996,true,FRA,欧洲,德国法兰克福,120 ms
166.88.98.71,64529,true,FRA,欧洲,德国法兰克福,120 ms
166.88.98.71,17706,true,FRA,欧洲,德国法兰克福,120 ms
166.88.98.71,29285,true,FRA,欧洲,德国法兰克福,120 ms
166.88.100.30,443,true,KIX,亚太,大阪,121 ms
166.88.98.71,32249,true,FRA,欧洲,德国法兰克福,121 ms
166.88.98.71,22280,true,CDG,欧洲,法国巴黎,121 ms
166.88.2.13,8443,true,KIX,亚太,大阪,121 ms
166.88.98.71,36556,true,FRA,欧洲,德国法兰克福,121 ms
166.88.98.71,34981,true,FRA,欧洲,德国法兰克福,121 ms
166.88.98.71,31969,true,FRA,欧洲,德国法兰克福,121 ms
166.88.98.71,20783,true,FRA,欧洲,德国法兰克福,122 ms
166.88.98.71,33995,true,FRA,欧洲,德国法兰克福,122 ms
23.27.11.217,45171,true,KIX,亚太,大阪,123 ms
166.88.98.71,8577,true,FRA,欧洲,德国法兰克福,123 ms
166.88.98.71,28982,true,FRA,欧洲,德国法兰克福,123 ms
166.88.98.71,47517,true,FRA,欧洲,德国法兰克福,123 ms
166.88.100.228,443,true,KIX,亚太,大阪,123 ms
166.88.98.71,35121,true,FRA,欧洲,德国法兰克福,124 ms
166.88.99.108,45030,true,KIX,亚太,大阪,126 ms
50.114.113.115,443,true,KIX,亚太,大阪,126 ms
168.93.214.234,8444,true,KIX,亚太,大阪,126 ms
166.88.98.184,16184,true,KIX,亚太,大阪,126 ms
23.27.11.177,43564,true,KIX,亚太,大阪,127 ms
166.88.98.71,17945,true,FRA,欧洲,德国法兰克福,127 ms
50.114.113.126,443,true,KIX,亚太,大阪,129 ms
166.88.2.83,443,true,KIX,亚太,大阪,130 ms
166.88.134.101,51559,true,LHR,欧洲,英国伦敦,136 ms
23.27.20.4,40427,true,LHR,欧洲,英国伦敦,136 ms
23.27.20.74,18516,true,LHR,欧洲,英国伦敦,137 ms
23.27.20.142,48537,true,LHR,欧洲,英国伦敦,137 ms
166.88.167.206,30715,true,LHR,欧洲,英国伦敦,137 ms
91.218.183.98,8443,true,LHR,欧洲,英国伦敦,138 ms
91.218.183.60,19443,true,LHR,欧洲,英国伦敦,138 ms
202.61.72.158,1557,true,HKG,亚太,香港,143 ms
96.126.179.154,19011,true,LAX,北美洲,美国洛杉矶,143 ms
108.165.255.179,8443,true,HKG,亚太,香港,143 ms
166.88.11.175,10086,true,HKG,亚太,香港,143 ms
23.26.201.12,555,true,HKG,亚太,香港,143 ms
166.88.11.175,10065,true,HKG,亚太,香港,143 ms
96.126.179.61,8443,true,HKG,亚太,香港,143 ms
166.88.141.226,34610,true,HKG,亚太,香港,143 ms
96.126.179.117,13403,true,KHH,亚太,高雄市,143 ms
23.27.0.100,32712,true,VIE,欧洲,奥地利维也纳,144 ms
23.27.48.47,443,true,HKG,亚太,香港,144 ms
23.27.48.216,56197,true,HKG,亚太,香港,144 ms
166.88.141.135,555,true,HKG,亚太,香港,144 ms
23.27.0.36,37952,true,HKG,亚太,香港,144 ms
23.27.0.80,555,true,HKG,亚太,香港,144 ms
23.27.96.6,443,true,HKG,亚太,香港,144 ms
50.114.59.250,666,true,HKG,亚太,香港,144 ms
108.165.255.31,1557,true,HKG,亚太,香港,144 ms
166.88.11.175,10087,true,HKG,亚太,香港,144 ms
23.27.96.216,666,true,HKG,亚太,香港,144 ms
96.126.179.246,443,true,HKG,亚太,香港,144 ms
108.165.147.196,40763,true,HKG,亚太,香港,144 ms
96.126.179.61,18443,true,LHR,欧洲,英国伦敦,144 ms
108.165.100.15,44527,true,HKG,亚太,香港,144 ms
23.26.201.193,46571,true,HKG,亚太,香港,144 ms
108.165.155.197,666,true,HKG,亚太,香港,144 ms
50.114.59.134,443,true,HKG,亚太,香港,144 ms
166.88.11.3,39738,true,HKG,亚太,香港,144 ms
202.61.72.160,443,true,HKG,亚太,香港,144 ms
23.27.48.113,17766,true,SIN,亚太,新加坡,144 ms
166.88.11.175,31201,true,TPE,亚太,台北,144 ms
23.27.96.106,53387,true,HKG,亚太,香港,144 ms
151.158.0.161,443,true,HKG,亚太,香港,144 ms
23.27.96.126,666,true,HKG,亚太,香港,144 ms
108.165.155.188,11363,true,HKG,亚太,香港,144 ms
202.61.72.147,8443,true,HKG,亚太,香港,144 ms
23.27.48.137,15498,true,CGK,亚太,印度尼西亚雅加达,144 ms
151.158.0.128,443,true,HKG,亚太,香港,144 ms
23.26.201.5,666,true,HKG,亚太,香港,144 ms
166.0.150.62,39344,true,CDG,欧洲,法国巴黎,145 ms
96.126.179.2,443,true,HKG,亚太,香港,146 ms
166.88.134.135,43039,true,LHR,欧洲,英国伦敦,146 ms
166.88.11.175,36001,true,HKG,亚太,香港,148 ms
166.88.132.65,443,true,FRA,欧洲,德国法兰克福,150 ms
166.0.150.32,55011,true,CDG,欧洲,法国巴黎,150 ms
142.111.77.134,53880,true,FRA,欧洲,德国法兰克福,153 ms
23.27.124.235,443,true,FRA,欧洲,德国法兰克福,154 ms
166.0.132.104,39738,true,CDG,欧洲,法国巴黎,156 ms
166.0.132.104,41696,true,CDG,欧洲,法国巴黎,158 ms
151.158.1.219,443,true,ZRH,欧洲,苏黎世,160 ms
151.158.1.91,443,true,ZRH,欧洲,苏黎世,160 ms
142.111.194.175,10002,true,AMS,欧洲,荷兰阿姆斯特丹,161 ms
142.111.194.211,443,true,AMS,欧洲,荷兰阿姆斯特丹,161 ms
166.88.117.214,17792,true,FRA,欧洲,德国法兰克福,168 ms
23.27.24.161,15422,true,WAW,欧洲,波兰华沙,175 ms
23.27.24.97,2087,true,WAW,欧洲,波兰华沙,178 ms
142.111.15.223,443,true,CGK,亚太,印度尼西亚雅加达,187 ms
142.111.77.179,8443,true,FRA,欧洲,德国法兰克福,192 ms
142.111.15.100,50779,true,CGK,亚太,印度尼西亚雅加达,193 ms
45.134.36.45,32196,true,KUL,亚太,马来西亚吉隆坡,237 ms
45.134.36.7,35212,true,KUL,亚太,马来西亚吉隆坡,237 ms
136.0.110.123,20029,true,KUL,亚太,马来西亚吉隆坡,237 ms
136.0.110.123,20042,true,KUL,亚太,马来西亚吉隆坡,238 ms
142.111.143.220,59890,true,KUL,亚太,马来西亚吉隆坡,238 ms
50.114.5.175,40356,true,KUL,亚太,马来西亚吉隆坡,238 ms
96.126.190.4,8009,true,BKK,亚太,曼谷,238 ms
23.27.113.159,28416,true,KUL,亚太,马来西亚吉隆坡,239 ms
136.0.110.123,20009,true,KUL,亚太,马来西亚吉隆坡,240 ms
166.88.57.189,443,true,KUL,亚太,马来西亚吉隆坡,240 ms
136.0.110.123,20054,true,KUL,亚太,马来西亚吉隆坡,240 ms
45.194.27.68,1085,true,KUL,亚太,马来西亚吉隆坡,240 ms
45.134.36.104,49354,true,SIN,亚太,新加坡,240 ms
136.0.110.123,20007,true,KUL,亚太,马来西亚吉隆坡,240 ms
136.0.110.123,20097,true,KUL,亚太,马来西亚吉隆坡,241 ms
136.0.254.13,31229,true,KUL,亚太,马来西亚吉隆坡,241 ms
166.0.253.176,48963,true,SIN,亚太,新加坡,241 ms
166.88.35.150,16839,true,KUL,亚太,马来西亚吉隆坡,241 ms
136.0.110.123,20013,true,KUL,亚太,马来西亚吉隆坡,241 ms
23.27.113.95,443,true,KUL,亚太,马来西亚吉隆坡,241 ms
166.0.253.231,50302,true,KUL,亚太,马来西亚吉隆坡,242 ms
155.254.60.35,22281,true,KUL,亚太,马来西亚吉隆坡,242 ms
166.88.57.141,443,true,KUL,亚太,马来西亚吉隆坡,242 ms
205.186.67.171,54557,true,KUL,亚太,马来西亚吉隆坡,242 ms
166.0.253.172,9999,true,KUL,亚太,马来西亚吉隆坡,242 ms
205.186.67.52,2053,true,KUL,亚太,马来西亚吉隆坡,242 ms
38.211.230.231,17260,true,KUL,亚太,马来西亚吉隆坡,242 ms
136.0.110.123,20099,true,KUL,亚太,马来西亚吉隆坡,242 ms
136.0.110.123,20079,true,KUL,亚太,马来西亚吉隆坡,243 ms
23.26.204.230,46037,true,KUL,亚太,马来西亚吉隆坡,243 ms
166.88.57.244,39738,true,KUL,亚太,马来西亚吉隆坡,243 ms
45.134.36.163,54376,true,KUL,亚太,马来西亚吉隆坡,243 ms
136.0.110.123,20085,true,KUL,亚太,马来西亚吉隆坡,243 ms
136.0.110.123,20041,true,KUL,亚太,马来西亚吉隆坡,243 ms
96.126.190.4,8006,true,ICN,亚太,韩国首尔,244 ms
96.126.190.4,8007,true,NRT,亚太,日本东京,244 ms
45.134.36.45,17810,true,KUL,亚太,马来西亚吉隆坡,244 ms
45.134.36.45,47958,true,KUL,亚太,马来西亚吉隆坡,244 ms
136.0.110.123,20059,true,KUL,亚太,马来西亚吉隆坡,244 ms
45.134.36.163,34573,true,KUL,亚太,马来西亚吉隆坡,244 ms
136.0.110.123,20019,true,KUL,亚太,马来西亚吉隆坡,245 ms
166.88.7.82,52344,true,KUL,亚太,马来西亚吉隆坡,245 ms
136.0.110.123,20070,true,KUL,亚太,马来西亚吉隆坡,245 ms
142.111.146.29,3037,true,KUL,亚太,马来西亚吉隆坡,245 ms
45.134.36.154,33305,true,KUL,亚太,马来西亚吉隆坡,245 ms
23.27.53.142,443,true,KUL,亚太,马来西亚吉隆坡,245 ms
136.0.110.197,38128,true,KUL,亚太,马来西亚吉隆坡,245 ms
96.126.190.4,8005,true,TPE,亚太,台北,245 ms
142.111.146.191,44277,true,KUL,亚太,马来西亚吉隆坡,245 ms
45.134.36.163,20971,true,KUL,亚太,马来西亚吉隆坡,245 ms
136.0.110.123,20015,true,KUL,亚太,马来西亚吉隆坡,245 ms
136.0.110.123,20073,true,KUL,亚太,马来西亚吉隆坡,246 ms
50.114.5.235,822,true,KUL,亚太,马来西亚吉隆坡,246 ms
136.0.110.123,20030,true,KUL,亚太,马来西亚吉隆坡,246 ms
136.0.110.123,20031,true,KUL,亚太,马来西亚吉隆坡,246 ms
136.0.110.123,20090,true,KUL,亚太,马来西亚吉隆坡,246 ms
136.0.110.102,443,true,KUL,亚太,马来西亚吉隆坡,246 ms
45.134.36.98,51351,true,KUL,亚太,马来西亚吉隆坡,247 ms
136.0.110.123,20052,true,KUL,亚太,马来西亚吉隆坡,247 ms
96.126.190.3,443,true,KUL,亚太,马来西亚吉隆坡,247 ms
205.186.67.190,51637,true,KUL,亚太,马来西亚吉隆坡,247 ms
142.111.146.82,39425,true,KUL,亚太,马来西亚吉隆坡,247 ms
45.134.36.65,11517,true,KUL,亚太,马来西亚吉隆坡,247 ms
23.27.28.51,60137,true,KUL,亚太,马来西亚吉隆坡,247 ms
50.114.5.216,58080,true,SIN,亚太,新加坡,247 ms
205.186.67.71,27697,true,KUL,亚太,马来西亚吉隆坡,247 ms
166.88.35.224,57224,true,SIN,亚太,新加坡,248 ms
23.27.53.70,28530,true,SIN,亚太,新加坡,248 ms
136.0.110.123,20023,true,KUL,亚太,马来西亚吉隆坡,248 ms
23.27.113.186,47601,true,KUL,亚太,马来西亚吉隆坡,248 ms
136.0.110.123,20032,true,KUL,亚太,马来西亚吉隆坡,248 ms
136.0.110.123,20089,true,KUL,亚太,马来西亚吉隆坡,248 ms
23.27.199.232,443,true,SIN,亚太,新加坡,248 ms
136.0.110.123,20094,true,KUL,亚太,马来西亚吉隆坡,248 ms
23.27.113.159,49012,true,SIN,亚太,新加坡,249 ms
108.165.177.195,36665,true,KUL,亚太,马来西亚吉隆坡,249 ms
136.0.110.123,20010,true,KUL,亚太,马来西亚吉隆坡,249 ms
45.134.36.167,443,true,KUL,亚太,马来西亚吉隆坡,249 ms
45.195.69.44,8443,true,KUL,亚太,马来西亚吉隆坡,250 ms
23.27.53.32,443,true,KUL,亚太,马来西亚吉隆坡,250 ms
23.27.53.246,47615,true,KUL,亚太,马来西亚吉隆坡,250 ms
45.195.76.188,1211,true,KUL,亚太,马来西亚吉隆坡,250 ms
136.0.110.123,20004,true,KUL,亚太,马来西亚吉隆坡,250 ms
23.27.199.191,22028,true,KUL,亚太,马来西亚吉隆坡,250 ms
168.93.198.86,46112,true,KUL,亚太,马来西亚吉隆坡,250 ms
23.27.113.239,8443,true,KUL,亚太,马来西亚吉隆坡,250 ms
136.0.110.123,20074,true,KUL,亚太,马来西亚吉隆坡,250 ms
108.165.177.164,5128,true,SIN,亚太,新加坡,250 ms
205.186.67.52,2087,true,KUL,亚太,马来西亚吉隆坡,251 ms
136.0.110.123,20035,true,KUL,亚太,马来西亚吉隆坡,251 ms
136.0.110.123,20001,true,KUL,亚太,马来西亚吉隆坡,251 ms
23.27.53.236,39670,true,KUL,亚太,马来西亚吉隆坡,251 ms
108.165.177.18,41456,true,KUL,亚太,马来西亚吉隆坡,252 ms
136.0.110.123,20036,true,KUL,亚太,马来西亚吉隆坡,252 ms
23.27.28.95,58443,true,SIN,亚太,新加坡,252 ms
45.194.27.134,32377,true,KUL,亚太,马来西亚吉隆坡,252 ms
136.0.110.123,20086,true,KUL,亚太,马来西亚吉隆坡,252 ms
136.0.110.123,20020,true,KUL,亚太,马来西亚吉隆坡,253 ms
136.0.110.123,20072,true,KUL,亚太,马来西亚吉隆坡,253 ms
136.0.110.123,20065,true,KUL,亚太,马来西亚吉隆坡,253 ms
136.0.110.123,20046,true,KUL,亚太,马来西亚吉隆坡,253 ms
136.0.110.123,20008,true,KUL,亚太,马来西亚吉隆坡,253 ms
202.61.74.76,55542,true,KUL,亚太,马来西亚吉隆坡,253 ms
23.27.240.115,443,true,KUL,亚太,马来西亚吉隆坡,253 ms
45.134.36.163,43976,true,KUL,亚太,马来西亚吉隆坡,253 ms
202.61.75.173,443,true,KUL,亚太,马来西亚吉隆坡,254 ms
205.186.67.172,10001,true,KUL,亚太,马来西亚吉隆坡,254 ms
166.0.253.118,443,true,KUL,亚太,马来西亚吉隆坡,254 ms
136.0.110.123,20003,true,KUL,亚太,马来西亚吉隆坡,254 ms
136.0.110.123,20067,true,KUL,亚太,马来西亚吉隆坡,254 ms
23.27.53.63,59641,true,KUL,亚太,马来西亚吉隆坡,254 ms
205.186.64.123,443,true,KUL,亚太,马来西亚吉隆坡,254 ms
136.0.110.123,20027,true,KUL,亚太,马来西亚吉隆坡,255 ms
166.88.35.138,33486,true,KUL,亚太,马来西亚吉隆坡,255 ms
166.0.253.37,10373,true,KUL,亚太,马来西亚吉隆坡,255 ms
45.134.36.45,12220,true,KUL,亚太,马来西亚吉隆坡,255 ms
136.0.110.123,20018,true,KUL,亚太,马来西亚吉隆坡,255 ms
136.0.110.123,20002,true,KUL,亚太,马来西亚吉隆坡,256 ms
45.195.69.179,16169,true,KUL,亚太,马来西亚吉隆坡,256 ms
45.134.36.45,22072,true,KUL,亚太,马来西亚吉隆坡,256 ms
136.0.110.123,20069,true,KUL,亚太,马来西亚吉隆坡,256 ms
136.0.110.123,20045,true,KUL,亚太,马来西亚吉隆坡,256 ms
136.0.110.28,59373,true,SIN,亚太,新加坡,257 ms
136.0.110.123,20021,true,KUL,亚太,马来西亚吉隆坡,257 ms
108.165.177.18,42427,true,KUL,亚太,马来西亚吉隆坡,257 ms
50.114.5.102,48899,true,SIN,亚太,新加坡,257 ms
168.93.198.49,19726,true,KUL,亚太,马来西亚吉隆坡,257 ms
23.27.53.245,24687,true,KUL,亚太,马来西亚吉隆坡,258 ms
136.0.110.123,20011,true,KUL,亚太,马来西亚吉隆坡,258 ms
142.111.146.106,29725,true,KUL,亚太,马来西亚吉隆坡,258 ms
45.134.36.4,28854,true,SIN,亚太,新加坡,259 ms
96.126.190.196,443,true,KUL,亚太,马来西亚吉隆坡,259 ms
166.0.253.69,443,true,KUL,亚太,马来西亚吉隆坡,259 ms
166.88.194.212,443,true,SIN,亚太,新加坡,259 ms
205.186.67.191,8443,true,KUL,亚太,马来西亚吉隆坡,259 ms
136.0.110.123,20039,true,KUL,亚太,马来西亚吉隆坡,259 ms
136.0.110.123,20055,true,KUL,亚太,马来西亚吉隆坡,261 ms
136.0.110.123,20088,true,KUL,亚太,马来西亚吉隆坡,262 ms
136.0.110.123,20044,true,KUL,亚太,马来西亚吉隆坡,262 ms
45.194.27.216,15923,true,SIN,亚太,新加坡,262 ms
136.0.110.123,20093,true,KUL,亚太,马来西亚吉隆坡,263 ms
198.20.153.3,34972,true,KUL,亚太,马来西亚吉隆坡,272 ms
23.26.201.192,10443,true,PDX,北美洲,美国波特兰,275 ms
